basis_index,Re_J,Im_J,magnitude_J,phase_deg
3848,1.194392484969e-02,3.605193002091e-03,1.247616757652e-02,16.796085
3849,7.250715425398e-03,-1.080590480054e-02,1.301308774805e-02,-56.138559
3850,5.612508330751e-03,1.622242587073e-02,1.716587751599e-02,70.915803
3851,1.507668816912e-03,-1.268073987190e-03,1.970044897579e-03,-40.066607
3852,2.810729524495e-03,3.602896405809e-03,4.569580174464e-03,52.041119
3853,4.258786297370e-03,3.449315637290e-04,4.272731972675e-03,4.630445
3854,-7.953319626258e-03,-7.184714617801e-03,1.071799501850e-02,-137.906589
3855,-2.305074227642e-03,6.876207158645e-03,7.252281853564e-03,108.532422
3856,-2.473632216936e-05,4.256282392328e-03,4.256354272012e-03,90.332983
3857,-1.477322118762e-03,-4.484385919563e-03,4.721461396449e-03,-108.233789
3858,7.565645118637e-03,2.353055233452e-02,2.471691484043e-02,72.176138
3859,3.099813618273e-03,-6.929597241113e-03,7.591321518160e-03,-65.899621
3860,1.594691199037e-02,3.005880110259e-03,1.622773296754e-02,10.674604
3861,1.968210733581e-02,-4.156239475197e-03,2.011615459658e-02,-11.923882
3862,-9.771604418107e-03,-5.646466518491e-03,1.128569169561e-02,-149.978772
3863,1.794306543964e-03,-7.247772151415e-04,1.935158387652e-03,-21.995342
3864,3.222096321190e-03,1.324355448139e-02,1.362988041050e-02,76.325870
3865,4.569656194056e-03,2.445785439530e-02,2.488108517235e-02,79.416992
3866,9.421798355688e-03,-6.383023721580e-05,9.422014569848e-03,-0.388158
3867,-2.200438825115e-03,-1.616481518409e-03,2.730374245856e-03,-143.698334
3868,-8.921481336815e-03,-1.154301259397e-02,1.458883028168e-02,-127.700085
3869,-7.194019256549e-03,-5.771730409327e-03,9.223165670286e-03,-141.260079
3870,3.135325299798e-03,5.296436337447e-03,6.154876327936e-03,59.375789
3871,-5.691736506081e-03,-6.487523952829e-03,8.630401583541e-03,-131.261633
3872,-1.048415407173e-02,-5.289618551446e-03,1.174297879669e-02,-153.227475
3873,-1.303413361486e-04,6.063458819721e-03,6.064859579772e-03,91.231452
3874,-2.388191743931e-03,-1.257025102460e-02,1.279510338478e-02,-100.757281
3875,-1.139755664280e-02,5.476932285431e-03,1.264520006505e-02,154.334056
3876,-4.258259357035e-03,-1.312175937187e-03,4.455847668167e-03,-162.873400
3877,7.469255053907e-03,1.035304245059e-02,1.276617636742e-02,54.191244
3878,4.762009572731e-03,-7.250248192888e-03,8.674262736928e-03,-56.702834
3879,3.594625729565e-03,-2.455570313993e-03,4.353292972293e-03,-34.337868
3880,-4.845744048220e-03,-1.000249154006e-02,1.111445331044e-02,-115.848040
3881,8.580444390752e-03,-1.035736848100e-02,1.344987389510e-02,-50.360336
3882,1.506845775208e-02,5.954282368308e-03,1.620221890816e-02,21.561392
3883,3.079849893307e-03,-1.549277261960e-03,3.447569491646e-03,-26.704070
3884,6.740732182490e-03,2.355024028027e-02,2.449594430951e-02,74.027409
3885,9.784170406855e-04,1.464708700321e-02,1.467972947929e-02,86.178352
3886,3.905224665574e-04,-5.128525441992e-03,5.143372532303e-03,-85.645495
3887,1.653784854507e-03,3.773928430150e-03,4.120381067437e-03,66.336338
3888,-6.242312804864e-03,-8.722498165733e-03,1.072606374235e-02,-125.589652
3889,2.326011952780e-03,7.668962058379e-03,8.013944762558e-03,73.127342
3890,1.423675675916e-03,2.896029742641e-03,3.227048295340e-03,63.821469
3891,-6.508058873631e-03,3.264019191671e-03,7.280704058416e-03,153.364634
3892,-1.837105172840e-02,-4.036604672512e-03,1.880929873466e-02,-167.607536
3893,-6.674090299515e-03,-9.498267084943e-03,1.160864156321e-02,-125.094332
3894,1.248386140401e-02,-1.279042427957e-02,1.787293341358e-02,-45.694932
3895,8.735834289357e-03,3.983815862416e-03,9.601332696909e-03,24.514481
3896,-1.191659598750e-03,-1.023395504585e-03,1.570793098437e-03,-139.344065
3897,9.994370269802e-03,2.358958940328e-03,1.026898847852e-02,13.280398
3898,4.060029015000e-04,1.573733372171e-03,1.625261542864e-03,75.533865
3899,4.082618653392e-04,4.328446092559e-04,5.950060558113e-04,46.674088
3900,-4.616056005978e-04,3.398214537058e-03,3.429422950057e-03,97.735579
3901,-2.045116835373e-03,-2.425545381834e-03,3.172660282738e-03,-130.136164
3902,-1.941782081110e-03,2.781532438498e-03,3.392261834962e-03,124.918814
3903,7.069277936376e-03,-3.694801005401e-03,7.976606108568e-03,-27.594092
3904,-6.344774952294e-03,-5.995071189543e-03,8.729092035426e-03,-136.623293
3905,1.713737825519e-03,1.000445162829e-02,1.015016993540e-02,80.279716
3906,1.565266166575e-03,-1.663976263453e-03,2.284485757793e-03,-46.750848
3907,-1.136053806873e-02,-1.939959462727e-03,1.152498450880e-02,-170.309472
3908,8.124713972724e-04,6.358524621734e-04,1.031706414169e-03,38.047274
3909,-4.791938936427e-03,5.458053419692e-03,7.263127831909e-03,131.281758
3910,3.238607333846e-03,2.819534095143e-03,4.293989983281e-03,41.042856
3911,3.025628825392e-03,5.551609245437e-04,3.076139372848e-03,10.397328
3912,-6.545598493289e-03,1.574650837083e-02,1.705278233920e-02,112.571958
3913,-1.098170439088e-03,1.983030576373e-03,2.266801398472e-03,118.976979
3914,-2.107698961367e-03,-8.004136783068e-04,2.254563587076e-03,-159.205370
3915,-1.323664464771e-03,-8.716487003687e-03,8.816418394152e-03,-98.634826
3916,-1.591307034633e-03,1.885973609227e-03,2.467621229682e-03,130.156298
3917,-1.035409404645e-02,2.154770048279e-02,2.390628912272e-02,115.665201
3918,-4.557617503615e-03,-4.991609894266e-04,4.584870663675e-03,-173.749743
3919,6.257586689587e-04,4.508620998942e-03,4.551838883779e-03,82.098307
3920,5.392020766454e-05,5.046935819986e-03,5.047223846814e-03,89.387889
3921,-9.927298727578e-03,-3.075660277963e-04,9.932062066260e-03,-178.225439
3922,6.288762847161e-03,-1.809542947653e-03,6.543927248009e-03,-16.052764
3923,9.510715585523e-03,-4.117737079940e-03,1.036385399396e-02,-23.410568
3924,3.886055748946e-03,3.773209737448e-03,5.416506346962e-03,44.155907
3925,-3.338119787157e-03,9.830828800525e-03,1.038211147208e-02,108.755242
3926,2.616364760315e-04,2.289156143372e-03,2.304059351303e-03,83.479738
3927,8.911286664766e-03,2.308456932488e-03,9.205433364638e-03,14.523148
3928,1.435734592149e-03,5.181348163160e-04,1.526367422009e-03,19.843744
3929,-4.716173673644e-03,3.503274024012e-04,4.729167306074e-03,175.751750
3930,1.678916341500e-02,3.089778674494e-03,1.707110835397e-02,10.427699
3931,-1.242501665439e-02,3.427141739497e-03,1.288900071241e-02,164.579763
3932,5.810330898283e-03,-3.691473058300e-03,6.883815692456e-03,-32.428988
3933,8.025989461351e-04,-3.515084289382e-03,3.605548866649e-03,-77.138149
3934,1.439027244637e-03,2.497047640171e-03,2.882021222699e-03,60.045520
3935,-4.520264647965e-03,5.441165704054e-03,7.073830412628e-03,129.718209
3936,-7.315259385861e-03,9.021521135463e-03,1.161468309856e-02,129.037477
3937,1.695162944575e-03,-3.906291242081e-03,4.258249485014e-03,-66.541223
3938,6.932078582978e-03,8.241746990113e-03,1.076940606206e-02,49.933032
3939,2.505409294967e-03,-2.204961364764e-03,3.337503611296e-03,-41.350370
3940,-1.680250233738e-02,-1.744637386980e-02,2.422189187496e-02,-133.922978
3941,1.020570161124e-01,6.240305868600e-02,1.196234770902e-01,31.443822
3942,3.242342133829e-04,5.168207219151e-03,5.178367859201e-03,86.410179
3943,1.408927803968e-02,-9.251921520392e-03,1.685543851399e-02,-33.291464
3944,6.274943171438e-03,2.256113560584e-03,6.668205171036e-03,19.775706
3945,-9.248350128430e-03,-3.994947260901e-03,1.007430313796e-02,-156.637431
3946,1.479822764578e-04,-6.750089135542e-03,6.751711049202e-03,-88.744105
3947,8.270131570101e-03,-3.292534060495e-03,8.901452506546e-03,-21.708666
3948,-3.811978989277e-03,5.773326481051e-03,6.918271639036e-03,123.435757
3949,-6.905453639970e-03,1.963824201644e-02,2.081696038018e-02,109.373356
3950,-2.956306200186e-03,1.862941415687e-03,3.494323549349e-03,147.782573
3951,8.892966149612e-04,-1.023915998601e-02,1.027770624646e-02,-85.036175
3952,5.622105907209e-03,8.490626521841e-03,1.018326144048e-02,56.489289
3953,-8.756304828643e-03,-2.561601797582e-03,9.123304117560e-03,-163.693496
3954,-1.647646059735e-03,-7.962025490118e-04,1.829938806959e-03,-154.208476
3955,1.051660943766e-02,3.159776336070e-02,3.330191771450e-02,71.591131
3956,-1.925876250555e-03,3.398441277342e-03,3.906200513030e-03,119.539967
3957,-1.118442202789e-02,6.815722786256e-03,1.309753309586e-02,148.642109
3958,1.284724248118e-03,2.518590664689e-03,2.827333607829e-03,62.974031
3959,-2.222665361852e-02,1.036190368185e-02,2.452331908591e-02,155.005410
3960,1.417651796840e-05,-4.386064504741e-03,4.386087415158e-03,-89.814811
3961,-7.131894595418e-03,1.143909809800e-02,1.348024056965e-02,121.942158
3962,-4.209995162466e-03,5.990410888868e-03,7.321822306328e-03,125.099128
3963,9.650106497105e-04,-7.669202809634e-04,1.232644422130e-03,-38.475123
3964,-1.220935949223e-02,-9.799537113179e-04,1.224862312616e-02,-175.411135
3965,1.039644902864e-02,-5.572580724511e-03,1.179575382654e-02,-28.191668
3966,-1.278400783243e-02,2.217326835679e-02,2.559462220627e-02,119.965618
3967,-3.473566733854e-04,-1.826379880016e-03,1.859118104014e-03,-100.768397
3968,1.495294342691e-03,4.379557247863e-03,4.627788549468e-03,71.148765
3969,-6.103702657919e-03,1.057856548229e-02,1.221315822379e-02,119.984419
3970,-3.915026443850e-03,-1.935094558432e-03,4.367152734462e-03,-153.698024
3971,-5.291294713339e-02,-4.233968015863e-02,6.776745893330e-02,-141.334037
3972,2.703797637634e-03,-8.855404509421e-04,2.845119251548e-03,-18.134516
3973,-5.506645853422e-03,-3.289386080315e-03,6.414297260057e-03,-149.148084
3974,2.322638503761e-03,6.700791745864e-03,7.091915089776e-03,70.882584
3975,-1.590588463247e-02,8.484193742555e-03,1.802716587272e-02,151.924554
3976,-2.769002340148e-02,-1.326939887443e-02,3.070528199615e-02,-154.395688
3977,7.864517009839e-04,-1.780105088443e-03,1.946093626699e-03,-66.164124
3978,5.528107351971e-03,4.950256435135e-04,5.550227137934e-03,5.117019
3979,-4.348690553246e-03,1.728154373545e-03,4.679490043445e-03,158.327301
3980,2.148675460752e-03,-2.023759752015e-02,2.035134294397e-02,-83.939471
3981,-4.932352156907e-03,-3.448901163026e-03,6.018556058729e-03,-145.037190
3982,-5.389704393673e-03,-4.886423672074e-03,7.275029192669e-03,-137.803861
3983,-3.123702603186e-03,-9.763273779020e-04,3.272725638057e-03,-162.643129
3984,-5.989349673645e-03,1.106442572626e-02,1.258148743850e-02,118.427388
3985,1.151342320472e-02,9.338811035458e-03,1.482471940534e-02,39.046329
3986,7.331192694846e-03,3.430346685980e-03,8.094051193004e-03,25.075417
3987,-6.375689806266e-03,1.577657011364e-03,6.567984633907e-03,166.101412
3988,1.829660180828e-03,-5.691898293962e-04,1.916150682800e-03,-17.280420
3989,1.081185209605e-02,-1.364779518334e-03,1.089764969525e-02,-7.194392
3990,1.386572141532e-02,5.068818660708e-03,1.476316879882e-02,20.080629
3991,-8.262197624155e-03,-5.892125511636e-03,1.014795805202e-02,-144.505712
3992,7.022238170201e-03,-9.882441613513e-03,1.212330322823e-02,-54.603265
3993,1.537536229105e-03,-4.865939918788e-03,5.103076420069e-03,-72.464543
3994,-5.173732206782e-03,-1.097550178609e-02,1.213380172922e-02,-115.238680
3995,-4.477119389497e-03,-5.128134990090e-03,6.807522787651e-03,-131.122592
3996,-3.088660415400e-03,-4.576736127829e-03,5.521443357079e-03,-124.013876
3997,-9.222144462843e-03,8.426449994499e-03,1.249211783499e-02,137.581457
3998,-5.853317100897e-04,-4.887510183043e-03,4.922435271305e-03,-96.829258
3999,-1.179009039015e-03,-4.440376841182e-03,4.594236476911e-03,-104.870064
4000,2.763824672864e-03,1.105870415100e-03,2.976856764664e-03,21.807495
4001,9.798657433373e-03,-5.549455540245e-03,1.126100103409e-02,-29.524984
4002,4.324958873927e-03,1.929845584809e-03,4.735987039928e-03,24.046969
4003,3.854415313743e-03,-3.072685965875e-03,4.929291678903e-03,-38.561362
4004,-1.428227767976e-03,8.634452211042e-03,8.751776936257e-03,99.392272
4005,-2.032047323509e-03,2.983909025179e-03,3.610114872899e-03,124.254932
4006,-8.367844653306e-03,-1.081562233090e-02,1.367473987126e-02,-127.728450
4007,-2.966400643087e-03,9.257295231680e-03,9.720959200706e-03,107.767498
4008,-1.326102681374e-02,-2.418517530392e-03,1.347976480505e-02,-169.664116
4009,2.598409996606e-03,5.127070546029e-04,2.648509587353e-03,11.161972
4010,-1.161239036406e-03,-1.528785843853e-02,1.533189785174e-02,-94.343746
4011,1.507897623573e-02,2.394466776789e-03,1.526790737013e-02,9.022949
4012,-6.496468466090e-03,2.141145878104e-03,6.840219894288e-03,161.758497
4013,-7.698386078405e-03,6.454304177428e-03,1.004605348517e-02,140.023631
4014,6.810195008672e-03,-4.083280733032e-03,7.940525020481e-03,-30.946208
4015,-1.176003649598e-02,1.058981502484e-02,1.582537963675e-02,137.997227
4016,8.494536970685e-04,2.433745469148e-03,2.577729348101e-03,70.759407
4017,-1.802279690506e-03,8.972488270420e-03,9.151707919598e-03,101.357707
4018,-1.609241777381e-02,2.724121364244e-03,1.632135861422e-02,170.392064
4019,-2.132149297993e-04,5.581464266537e-04,5.974847612079e-04,110.907125
4020,2.261410866634e-03,-2.033896524134e-02,2.046429784273e-02,-83.655562
4021,-8.888409126321e-04,-1.428951114696e-02,1.431712844767e-02,-93.559345
4022,-1.647224972910e-03,-5.843438150160e-03,6.071171182410e-03,-105.742779
4023,-1.703711180765e-02,1.005090114625e-02,1.978089463593e-02,149.461877
4024,-3.010910527660e-03,3.879493009353e-03,4.910809323848e-03,127.815371
4025,-1.298935522934e-02,5.105738151476e-03,1.395678728596e-02,158.541652
4026,-2.595076112109e-03,5.292723909295e-03,5.894687982214e-03,116.119181
4027,-1.253002264479e-03,-8.364996096961e-03,8.458319831797e-03,-98.519062
4028,9.986149336191e-03,-4.415496027150e-03,1.091878123833e-02,-23.853194
4029,1.192033051505e-02,2.493937006269e-03,1.217842359993e-02,11.816810
4030,1.177724694493e-02,-1.966440876864e-03,1.194028623292e-02,-9.479203
4031,-4.070319142174e-03,-7.603662237314e-03,8.624568240689e-03,-118.160604
4032,-1.574523830088e-02,-1.444058722239e-02,2.136452874460e-02,-137.474821
4033,5.556326974161e-04,8.970755056970e-03,8.987946038255e-03,86.455729
4034,-8.161757284724e-05,-2.572791641388e-03,2.574085907306e-03,-91.817005
4035,-6.103721118546e-03,-9.158574998341e-03,1.100613045049e-02,-123.681424
4036,9.087776922376e-04,-2.002737161645e-02,2.004797971760e-02,-87.401884
4037,-1.646279527037e-02,8.690341323335e-03,1.861573690269e-02,152.171429
4038,-4.871397318180e-03,4.513475932985e-03,6.640931924753e-03,137.184095
4039,-5.101751753019e-03,-8.367431201543e-04,5.169913925643e-03,-170.685790
4040,-3.426440935391e-04,-1.500492017280e-03,1.539117041929e-03,-102.863189
4041,9.499328061286e-03,1.321449266354e-02,1.627452149745e-02,54.289274
4042,-5.532031972607e-03,-2.510933763565e-03,6.075209141335e-03,-155.587179
4043,-9.719660390989e-03,-3.981459476736e-03,1.050351453948e-02,-157.724547
4044,3.230167447678e-04,1.622580443604e-03,1.654420476592e-03,78.740984
4045,7.533709007854e-03,5.694882509238e-03,9.443964115193e-03,37.086370
4046,-7.836606506488e-03,-4.615625625413e-03,9.094855768592e-03,-149.502651
4047,-3.546838050992e-03,-2.769333510610e-03,4.499918694037e-03,-142.017660
4048,3.757931171319e-03,-6.863584340648e-03,7.825013526478e-03,-61.298532
4049,-7.860232434221e-03,-1.241885221282e-02,1.469731758532e-02,-122.330843
4050,-1.116933082041e-02,-4.512874496190e-03,1.204657574559e-02,-157.999242
4051,1.357250416403e-02,1.196904568490e-02,1.809615771068e-02,41.407775
4052,4.919414564611e-03,-1.770770888729e-03,5.228409815506e-03,-19.796625
4053,1.980004126604e-03,1.339755103344e-03,2.390681927464e-03,34.083955
4054,-3.715654386741e-03,-7.227032356627e-03,8.126258930494e-03,-117.209182
4055,-1.139105281969e-02,3.317625845478e-03,1.186434682532e-02,163.761884
4056,-6.345234401981e-03,4.203281634510e-03,7.611148146967e-03,146.478264
4057,8.512726150472e-03,3.289204610913e-02,3.397577377718e-02,75.489772
4058,6.520526095338e-03,2.145818793637e-02,2.242701696777e-02,73.097482
4059,3.026465609429e-02,8.895375716593e-03,3.154484296434e-02,16.379096
4060,-2.967051705844e-04,-1.400724596258e-02,1.401038805367e-02,-91.213473
4061,-1.362108044847e-02,-3.250299240625e-02,3.524171318118e-02,-112.737173
4062,7.022053924134e-03,1.126019982722e-02,1.327031806184e-02,58.051627
4063,-1.952543176310e-02,-1.966363558415e-02,2.771102758689e-02,-134.797942
4064,-3.275681810883e-02,-6.434117407842e-04,3.276313646895e-02,-178.874737
4065,7.323325850631e-03,1.329652645147e-02,1.517987869481e-02,61.155352
4066,-1.166958327303e-02,-3.367035397306e-03,1.214562065656e-02,-163.905515
4067,-3.355387518009e-03,-1.849252930988e-03,3.831235022650e-03,-151.139546
4068,-7.824099512097e-03,3.696124038719e-03,8.653199759903e-03,154.713833
4069,-9.012352698871e-02,-6.787052923721e-02,1.128213581545e-01,-143.017205
4070,7.191320231304e-03,6.256368181000e-02,6.297562519175e-02,83.442970
4071,1.959167599343e-03,1.915326856076e-02,1.925320841426e-02,84.159588
4072,-2.295926131183e-02,-2.773360447860e-02,3.600389558590e-02,-129.619654
4073,-8.727606137598e-03,8.049030336926e-04,8.764643620062e-03,174.730805
4074,5.317222317423e-03,-1.113021850816e-02,1.233509696809e-02,-64.464865
4075,-5.712851873822e-03,-2.028783636218e-02,2.107683517018e-02,-105.726689
4076,-8.919171812795e-03,-1.421004832628e-03,9.031659900622e-03,-170.947701
4077,2.483901585856e-02,7.972996536666e-03,2.608726475879e-02,17.795945
4078,-1.693006187022e-02,-1.196517029428e-02,2.073143253855e-02,-144.749581
4079,4.317734175588e-03,1.205630907263e-02,1.280614762002e-02,70.295996
4080,-2.523404853982e-02,-2.823514347691e-02,3.786793541866e-02,-131.787499
4081,-1.625607484905e-03,-3.520864697674e-03,3.878026291080e-03,-114.783096
4082,3.971402889555e-03,2.808101491893e-03,4.863895033812e-03,35.263385
4083,4.276356966145e-03,-1.270117451353e-02,1.340175596424e-02,-71.392141
4084,3.890204386155e-03,4.211795153448e-03,5.733490087256e-03,47.273035
4085,-1.649199140556e-02,-7.670601779146e-03,1.818856542379e-02,-155.056357
4086,4.787711848697e-03,-2.933276054396e-03,5.614827972205e-03,-31.494453
4087,-4.268570454467e-03,8.264846791591e-03,9.302063545968e-03,117.315134
4088,-1.967963533555e-03,1.525169065616e-03,2.489783353650e-03,142.224364
4089,4.036009177552e-03,-3.449551421577e-03,5.309310227458e-03,-40.520301
4090,1.015306854445e-02,-2.352398529787e-03,1.042202378193e-02,-13.044878
4091,6.538644704618e-03,9.391100389951e-03,1.144319191080e-02,55.152061
4092,-1.166514287310e-02,1.359233015353e-02,1.791164418060e-02,130.636691
4093,1.019679944132e-02,2.914482876862e-03,1.060513692915e-02,15.951170
4094,2.625873486314e-03,6.837503108631e-03,7.324388051343e-03,68.991222
4095,-5.457241938959e-03,8.556266560610e-03,1.014845737226e-02,122.529993
4096,-3.470519838950e-03,8.854486452635e-03,9.510333237718e-03,111.402718
4097,2.824305659601e-03,-6.970929024930e-03,7.521339902535e-03,-67.944431
4098,8.322387734822e-03,-3.333088368468e-03,8.965021789194e-03,-21.825936
4099,2.218327715659e-03,-1.424391182358e-04,2.222896029162e-03,-3.673926
4100,5.411935623837e-03,-4.196514540629e-03,6.848341513554e-03,-37.790659
4101,5.131345647876e-03,-1.004515794162e-02,1.127988946001e-02,-62.940793
4102,-5.281688698380e-04,5.660347942485e-03,5.684936339578e-03,95.330852
4103,-4.213313559054e-03,-3.224577492750e-03,5.305648985154e-03,-142.572067
4104,2.079701294516e-03,2.708173739291e-03,3.414580863971e-03,52.478081
4105,-1.782853528370e-04,-5.074880629839e-04,5.378938567295e-04,-109.356857
4106,1.934728158111e-03,-2.615424717430e-03,3.253247531057e-03,-53.508273
4107,9.419328128137e-04,-1.517620858929e-03,1.786172022878e-03,-58.173610
4108,3.876318349035e-04,-8.635869747481e-04,9.465943705649e-04,-65.826475
4109,-1.963250396289e-03,-2.571313095544e-03,3.235120268838e-03,-127.362478
4110,1.369916500438e-02,1.836490622628e-03,1.382171550945e-02,7.635467
4111,-3.189844325762e-03,-6.891674373068e-03,7.594095238210e-03,-114.837284
4112,5.177196959738e-03,7.337340327763e-03,8.979973911172e-03,54.793364
4113,-1.153122176765e-02,-1.182312318679e-02,1.651530554803e-02,-134.283908
4114,8.088445825619e-03,-4.144338337133e-03,9.088371478247e-03,-27.129584
4115,-8.386408383033e-03,-7.683629082553e-03,1.137409343400e-02,-137.504079
4116,-1.004423099766e-02,5.145432139834e-03,1.128547953080e-02,152.874964
4117,-1.154691911698e-03,3.704197577160e-03,3.879999111028e-03,107.313575
4118,3.859978455904e-03,-8.583587478883e-03,9.411557134060e-03,-65.786888
4119,-7.473611691085e-03,9.507414330530e-03,1.209321292963e-02,128.170267
4120,8.709420505311e-03,-8.629312405285e-03,1.226046647262e-02,-44.735285
4121,-7.167158102813e-04,8.994283487236e-04,1.150066479468e-03,128.549836
4122,-5.785859268960e-03,-7.044529741213e-03,9.116006074759e-03,-129.397170
4123,-1.809060880206e-03,1.532830811004e-03,2.371132970429e-03,139.725144
4124,6.085226798977e-03,-1.238268058793e-02,1.379712882225e-02,-63.829091
4125,3.804091042351e-03,-2.657442950083e-03,4.640378399597e-03,-34.937188
4126,-1.790803821603e-02,2.324235394375e-02,2.934118009885e-02,127.613949
4127,-2.050205775902e-02,-4.159950957564e-03,2.091983662278e-02,-168.530166
4128,-1.004774627046e-02,1.262830988798e-02,1.613788758612e-02,128.507599
4129,-9.759108354187e-03,3.300303782975e-03,1.030204838509e-02,161.315657
4130,-2.221179882141e-02,6.700469556111e-03,2.320043747767e-02,163.213400
4131,9.446080283469e-03,1.026917535513e-02,1.395293500293e-02,47.390661
4132,5.065658960769e-03,8.275060055516e-03,9.702449156230e-03,58.526708
4133,-3.263718912575e-03,1.048870994456e-02,1.098475750490e-02,107.284311
4134,8.671905117593e-03,8.853535114485e-03,1.239302313368e-02,45.593780
4135,-7.733248916175e-03,-2.395847723881e-04,7.736959329264e-03,-178.225480
4136,-6.318801689499e-03,-1.004215003287e-02,1.186473902258e-02,-122.179251
4137,8.188699462976e-04,-7.585673489087e-03,7.629743788096e-03,-83.838806
4138,-4.710114141386e-03,-4.304684131124e-03,6.380868333827e-03,-137.575075
4139,-3.601685522823e-03,-5.766752284660e-03,6.799086006071e-03,-121.987270
4140,-4.872536020452e-03,-5.551352618213e-03,7.386414770533e-03,-131.274089
4141,-4.979259042315e-03,-2.819420706568e-03,5.722075998368e-03,-150.480030
4142,-1.977514495572e-03,3.094375026180e-04,2.001578164405e-03,171.106589
4143,1.434256032801e-02,1.529881375146e-03,1.442392366121e-02,6.088561
4144,1.340019680292e-02,-4.232908718426e-03,1.405285702538e-02,-17.530497
4145,1.617036939712e-03,-1.100688108574e-02,1.112502762693e-02,-81.642379
4146,-4.054072248784e-04,-1.811020105005e-02,1.811473811821e-02,-91.282385
4147,6.601208931011e-03,-6.911650404179e-03,9.557555684402e-03,-46.316069
4148,-8.058396237368e-04,8.880363998474e-04,1.199160600853e-03,132.221853
4149,2.067317793937e-03,-7.909047893863e-03,8.174768586849e-03,-75.351402
4150,3.519948249031e-03,7.224447656230e-03,8.036334961502e-03,64.023391
4151,-9.211605227520e-03,-1.351706673796e-02,1.635740700925e-02,-124.273632
4152,4.362208712335e-03,4.193093495028e-04,4.382315048071e-03,5.490583
4153,-1.539456014689e-03,-5.243983271864e-03,5.465279990701e-03,-106.360454
4154,-4.835942020155e-04,-8.408046407115e-03,8.421942040671e-03,-93.291777
4155,-6.035594894003e-03,4.942090578546e-03,7.800811817437e-03,140.688556
4156,-6.299923101872e-03,-2.455853439507e-03,6.761674881702e-03,-158.703031
4157,-1.083053624827e-02,-8.488573754412e-03,1.376068311564e-02,-141.911964
4158,-3.266079436011e-05,-7.448732886377e-03,7.448804490660e-03,-90.251226
4159,7.982315706052e-03,-4.071444968176e-03,8.960693508874e-03,-27.024224
4160,5.310562996933e-04,-3.367788828227e-04,6.288408458102e-04,-32.381561
4161,-6.099595837232e-03,-1.182960537246e-03,6.213249150828e-03,-169.024267
4162,2.642929653184e-05,2.837083611258e-03,2.837206711712e-03,89.466268
4163,1.156522687581e-02,1.649729364425e-03,1.168229770486e-02,8.118227
4164,8.658450738010e-03,1.551831110183e-02,1.777038965908e-02,60.840642
4165,-2.166430970769e-03,4.503112375188e-03,4.997143605569e-03,115.692038
4166,6.250979439694e-03,-6.533042028515e-03,9.041868286025e-03,-46.263951
4167,-4.611768480200e-03,6.160178805808e-03,7.695207042990e-03,126.820068
4168,-4.605260239125e-03,-6.438934976129e-03,7.916331568150e-03,-125.573138
4169,-7.817082350457e-03,9.845066300580e-04,7.878834290582e-03,172.821792
4170,-6.339392980500e-03,5.782487602468e-03,8.580505010424e-03,137.630442
4171,6.941838976356e-03,-7.959313479366e-03,1.056124043077e-02,-48.906184
4172,2.253210487012e-03,-6.951124694729e-03,7.307194538293e-03,-72.039873
4173,-9.369225746862e-05,1.940255242603e-03,1.942516060567e-03,92.764587
4174,1.527649003994e-03,-2.798836603989e-04,1.553076412403e-03,-10.382133
4175,1.935710524885e-03,2.616595025250e-04,1.953315369164e-03,7.698290
4176,-2.483006534176e-03,3.700905485671e-03,4.456682943920e-03,123.858397
4177,5.330144209566e-02,-7.196833117155e-03,5.378511073144e-02,-7.689650
4178,1.647271322001e-02,-4.699687776735e-02,4.980016868152e-02,-70.684102
4179,-4.154061976290e-02,2.621456697155e-02,4.912053146894e-02,147.745671
4180,-6.047069003854e-02,-2.162560613609e-02,6.422126746250e-02,-160.321868
4181,-1.363941554927e-02,-5.101876058131e-02,5.281048747908e-02,-104.967492
4182,-4.864077609350e-02,1.122257207391e-01,1.223132760349e-01,113.432832
4183,5.007465615447e-02,3.194499948100e-02,5.939658391549e-02,32.535736
4184,7.210101181687e-02,-2.215145917599e-02,7.542707105968e-02,-17.078431
4185,2.983155762297e-02,1.007078130311e-02,3.148559140731e-02,18.654074
4186,-5.470282056889e-02,-1.293400065826e-02,5.621109277732e-02,-166.697221
4187,7.768953092020e-02,4.368965209527e-03,7.781228098188e-02,3.218708
4188,-2.834007979545e-02,4.499948665006e-02,5.318001430595e-02,122.202180
4189,7.029823978457e-02,-8.856323171513e-02,1.130720501655e-01,-51.558745
4190,-8.508429778952e-02,-1.435490798015e-02,8.628673776110e-02,-170.423585
4191,9.010806152880e-02,-9.318119910154e-02,1.296232950456e-01,-45.960565
4192,3.386640287192e-03,4.112681395241e-02,4.126601699111e-02,85.292527
4193,-6.412409793791e-02,-9.836216767850e-02,1.174181245241e-01,-123.101066
4194,-4.348456602370e-03,3.662488270093e-02,3.688212450063e-02,96.771006
4195,1.008568595437e-01,1.543398655656e-02,1.020309465704e-01,8.700399
4196,6.723095328631e-02,2.269239752388e-02,7.095735328469e-02,18.651031
4197,2.556064740020e-02,9.856396233328e-02,1.018243652882e-01,75.461717
4198,-4.788802735670e-02,-7.420028515908e-02,8.831163842781e-02,-122.837742
4199,4.227898089579e-02,-5.722193436601e-02,7.114676379270e-02,-53.540799
4200,-8.324236649522e-02,7.286467786991e-02,1.106279931157e-01,138.803314
