element_index,cx,cy,cz,Re_J,Im_J,magnitude_J
3140,5.645488249627e+01,5.461315872395e+01,1.617517211600e+01,-7.897670581624e-04,-1.291817461618e-03,1.514108437431e-03
3141,5.645488249627e+01,2.793810021080e+01,-3.306354617761e+01,-2.378006581946e-04,3.399490909111e-04,4.148668912423e-04
3142,5.645488249627e+01,4.658041653673e+01,9.888577375400e+00,-9.168232565053e-05,4.927017305596e-04,5.011593001563e-04
3143,5.645488249627e+01,4.481063729915e+01,-3.664216885085e+01,-1.176972690552e-03,-5.669249949261e-04,1.306395293997e-03
3144,5.645488249627e+01,6.417055377058e+01,-1.895519838903e+01,3.001167115969e-05,2.484908226411e-05,3.896379467102e-05
3145,5.645488249627e+01,4.806678670599e+01,-3.313712414797e+01,4.747502872038e-04,-1.124379488076e-03,1.220498696601e-03
3146,5.645488249627e+01,4.018311711893e+01,-4.294151909861e+01,-1.400125646590e-03,-4.800395616208e-04,1.480131685682e-03
3147,5.645488249627e+01,4.678231218102e+01,-2.619195306850e+00,1.596679749182e-05,-5.256001599905e-05,5.493172038053e-05
3148,5.645488249627e+01,4.822180086531e+01,-1.409055458629e+01,-3.979505600536e-04,-8.297484221586e-04,9.202429528780e-04
3149,5.645488249627e+01,5.325145965672e+01,-3.913504700737e+01,-6.549096298965e-05,-2.229278219070e-04,2.323486174125e-04
3150,5.645488249627e+01,6.403850144235e+01,3.242221177415e-01,2.272314511217e-04,-1.903962476318e-03,1.917474183295e-03
3151,5.645488249627e+01,5.930971881013e+01,-1.636853149931e+01,9.653016259097e-05,-8.422345222621e-05,1.281080098774e-04
3152,5.645488249627e+01,5.028601065230e+01,-8.376326659998e+00,6.256080603779e-04,3.219588507676e-05,6.264359665806e-04
3153,5.645488249627e+01,4.077431653306e+01,9.393109541855e+00,-5.928926717658e-04,-1.197274940205e-04,6.048606393691e-04
3154,5.645488249627e+01,5.758929456803e+01,-4.218004534515e+01,-5.488853151035e-04,-2.436353630728e-04,6.005275008489e-04
3155,5.645488249627e+01,5.012782910299e+01,-2.356894741874e+01,2.130452870670e-04,-2.727693997596e-04,3.461089998637e-04
3156,5.645488249627e+01,3.805710695683e+01,-2.184160774003e+01,7.417592054591e-06,-1.961083628045e-04,1.962485939663e-04
3157,5.645488249627e+01,5.116969589839e+01,-1.842734917968e+01,-2.705649786494e-05,-1.912295111983e-04,1.931340985684e-04
3158,5.645488249627e+01,4.048983091422e+01,-2.505302024261e+00,-1.186625865570e-04,-1.262778121183e-04,1.732827033543e-04
3159,5.645488249627e+01,4.107097863108e+01,-1.509914564663e+01,1.233080809727e-04,-3.010518866148e-04,3.253261767327e-04
3160,5.645488249627e+01,5.569133664796e+01,-1.890554445520e+01,-3.293915505174e-04,-1.450041727118e-04,3.598958233379e-04
3161,5.645488249627e+01,6.571943016202e+01,-1.050419239501e+01,-7.297043948313e-04,1.749529921869e-05,7.299140972271e-04
3162,5.645488249627e+01,4.091123460121e+01,-3.620113761468e+01,-1.145552960807e-03,-1.069773547068e-03,1.567388601471e-03
3163,5.645488249627e+01,6.864280517246e+01,-2.179134416390e+00,7.435619267120e-04,-4.841181396586e-04,8.872737525714e-04
3164,5.645488249627e+01,6.901947004206e+01,-7.056222961336e+00,-3.802125749603e-04,-1.484655028912e-03,1.532567178636e-03
3165,5.645488249627e+01,6.771046697746e+01,-1.560881629933e+01,9.621215741482e-06,-2.788148351217e-04,2.789807880057e-04
3166,5.645488249627e+01,4.920467802231e+01,1.494745020122e+01,-2.950475399399e-04,-5.214880580269e-05,2.996206748061e-04
3167,5.645488249627e+01,3.863095240718e+01,-3.281169735152e+01,1.339241504581e-04,-3.311994476288e-04,3.572516650563e-04
3168,5.645488249627e+01,3.949175265089e+01,2.056969217243e+01,1.862910007409e-04,-5.859655692257e-04,6.148658270510e-04
3169,5.645488249627e+01,3.705011798727e+01,1.488510432782e+01,7.661461673701e-05,-3.240061355794e-05,8.318412863455e-05
3170,5.645488249627e+01,3.666588615812e+01,2.529602226417e+01,-2.999921689219e-04,1.929330547530e-04,3.566769757509e-04
3171,5.645488249627e+01,7.530279711530e+01,-8.525819088841e+00,4.782258666794e-04,1.999008401611e-04,5.183245368091e-04
3172,5.645488249627e+01,3.861231110245e+01,-3.957633297812e+01,-3.627859615337e-04,-1.699414628765e-04,4.006167179369e-04
3173,5.645488249627e+01,3.442849217951e+01,-3.980922775875e+01,-2.159424308245e-03,-2.802890407247e-03,3.538263412760e-03
3174,5.645488249627e+01,3.743288500532e+01,3.593814607710e+00,-1.657396546405e-05,-4.673107030034e-04,4.676045225110e-04
3175,5.645488249627e+01,7.070285696460e+01,1.110786289609e+01,2.573931035619e-04,4.280301041966e-04,4.994606890034e-04
3176,5.645488249627e+01,5.171196997757e+01,-4.565575787375e+01,1.072924918164e-03,-7.542169614622e-04,1.311491938585e-03
3177,5.645488249627e+01,5.203780038622e+01,2.388658957465e+01,8.519059181132e-05,-8.415615327051e-08,8.519063337844e-05
3178,5.645488249627e+01,5.696358816466e+01,-2.889213710390e+01,2.102361921509e-05,3.367865182116e-05,3.970194143102e-05
3179,5.645488249627e+01,7.348507685288e+01,-2.881247947979e+01,-2.803893359418e-06,-2.266292637441e-05,2.283571872797e-05
3180,5.645488249627e+01,7.111093551791e+01,-4.350835620912e+01,3.270818280236e-05,-1.805534770233e-06,3.275797884545e-05
3181,5.645488249627e+01,7.777736711068e+01,-3.739805470707e+01,-2.964373691502e-04,-9.209184375879e-05,3.104126632655e-04
3182,5.645488249627e+01,7.777736711068e+01,-2.006758900429e+01,5.885779325839e-05,1.762527235982e-05,6.144013389476e-05
3183,5.645488249627e+01,5.719018233283e+01,1.099597168196e+01,-1.103896170445e-04,-9.103660792541e-06,1.107643633623e-04
3184,5.645488249627e+01,5.791512497667e+01,2.136429212706e+01,-4.266372104388e-04,-5.636381726586e-04,7.068997800317e-04
3185,5.645488249627e+01,7.111093551791e+01,2.381725183929e+01,-1.011807741550e-04,6.193440116127e-05,1.186314423153e-04
3186,5.645488249627e+01,7.499514722241e+01,1.874002304236e+01,-3.751232687799e-04,-4.315751597376e-04,5.718169158766e-04
3187,5.645488249627e+01,4.504553838480e+01,-4.553491442029e+01,4.651434751139e-02,-2.922327243293e-01,2.959113882454e-01
3188,5.645488249627e+01,4.428138625838e+01,-4.129262777141e+01,4.896343076944e-04,2.073424781138e-04,5.317261123000e-04
3189,5.645488249627e+01,4.737413506627e+01,-4.248991608251e+01,2.197170160256e-04,-9.719759787111e-04,9.965003112506e-04
3190,5.645488249627e+01,2.923357614392e+01,2.627233299355e+01,-1.779521790102e-04,-5.772386220375e-04,6.040458631480e-04
3191,5.612154916293e+01,4.873749940464e+01,2.633954928688e+01,2.377923511115e-04,-4.703110475027e-03,4.709118106669e-03
3192,5.578821582960e+01,5.540393099741e+01,2.633954928688e+01,-1.990250146763e-03,-1.433937847641e-03,2.453013126257e-03
3193,5.612154916293e+01,7.540322577572e+01,2.633954928688e+01,1.243242312711e-03,-2.559969917723e-03,2.845891323955e-03
3194,5.578821582960e+01,6.873679418295e+01,2.633954928688e+01,1.940241614141e-03,-3.298660181893e-03,3.826969625807e-03
3195,5.545488249627e+01,7.928743748021e+01,1.515201898790e+01,1.962741671733e-04,1.875905300604e-05,1.971685846408e-04
3196,5.545488249627e+01,3.008446772398e+01,-7.496994637167e+00,1.221499949943e-04,-2.293354746111e-04,2.598372205674e-04
3197,5.545488249627e+01,2.465042700617e+01,1.878873716915e+01,4.569978491364e-05,-1.095726051974e-05,4.699501994095e-05
3198,5.545488249627e+01,3.830719161722e+01,-5.219679026133e+00,-1.430043333456e-05,-1.623951496355e-04,1.630235781066e-04
3199,5.545488249627e+01,3.323343353868e+01,-3.453809261116e+01,2.337599133006e-04,-7.474075161261e-06,2.338793681918e-04
3200,5.545488249627e+01,5.341503330711e+01,-3.443269265705e+01,-1.304456881513e-05,-1.714529076297e-04,1.719484234014e-04
3201,5.545488249627e+01,2.445090150079e+01,-2.225978673325e+01,7.229174303416e-06,-3.694321693250e-05,3.764388713232e-05
3202,5.545488249627e+01,4.073448787608e+01,1.407072985515e+01,6.200221550266e-05,2.604337522188e-04,2.677125585811e-04
3203,5.545488249627e+01,6.365539692282e+01,-4.003264368053e+01,-9.912941134410e-05,4.339727711838e-04,4.451505434371e-04
3204,5.545488249627e+01,2.911527213050e+01,9.300918904150e+00,1.374541254337e-05,-2.906272648146e-04,2.909521325229e-04
3205,5.545488249627e+01,2.778915175777e+01,-4.650025705664e+01,-7.610849974138e-06,-6.955739911921e-05,6.997254325490e-05
3206,5.545488249627e+01,7.515063106806e+01,2.652207137494e+00,-1.459169064579e-05,3.635833896390e-05,3.917711383086e-05
3207,5.545488249627e+01,7.910218183965e+01,-1.747959003108e+01,5.786661842156e-05,4.997046059144e-05,7.645647427960e-05
3208,5.545488249627e+01,7.944292132587e+01,-1.936235720334e+00,2.968652931144e-04,5.574591033786e-05,3.020539832137e-04
3209,5.545488249627e+01,6.167520491170e+01,-1.083182779686e+01,-6.332662308448e-04,2.091248940972e-05,6.336114356147e-04
3210,5.545488249627e+01,3.695409826547e+01,8.673259097887e+00,-5.328594741255e-04,-5.400399818021e-05,5.355890691423e-04
3211,5.545488249627e+01,3.794437274993e+01,-4.632258554959e+01,-7.114943177148e-04,-2.806482358087e-03,2.895266376414e-03
3212,5.545488249627e+01,2.271386434753e+01,-3.993201105327e+01,-4.631901674599e-04,-8.669219762291e-05,4.712331358895e-04
3213,5.545488249627e+01,2.423898289360e+01,7.592519989789e-02,-4.841647261793e-05,-6.346109722538e-05,7.982146128587e-05
3214,5.545488249627e+01,4.619305192465e+01,2.071600988102e+01,-6.462147147268e-04,3.530814628982e-04,7.363830368577e-04
3215,5.545488249627e+01,7.499514722241e+01,7.519858841629e+00,-4.897563976125e-04,-3.372137562151e-04,5.946212629759e-04
3216,5.545488249627e+01,5.819255955278e+01,-7.823237804217e+00,9.781922737238e-04,-7.390389894145e-04,1.225984809142e-03
3217,5.545488249627e+01,6.735435298676e+01,-1.086926177391e+01,-6.987506055595e-04,-3.410224404052e-04,7.775273073209e-04
3218,5.545488249627e+01,6.365539692282e+01,2.129495439171e+01,-1.218777752826e-04,7.637663601155e-05,1.438317859038e-04
3219,5.545488249627e+01,5.432703543730e+01,-2.345803024655e+01,1.345896748435e-04,3.867306689330e-05,1.400356621629e-04
3220,5.545488249627e+01,3.345178931399e+01,-4.424868277014e+01,8.767553967790e-04,5.762289879407e-04,1.049161509170e-03
3221,5.545488249627e+01,5.456840626766e+01,1.628320263837e+01,-2.470345808617e-04,-1.459372172618e-03,1.480132839428e-03
3222,5.545488249627e+01,4.481104716627e+01,-3.664220146303e+01,-1.181211186278e-03,9.633051461224e-05,1.185132665415e-03
3223,5.545488249627e+01,6.444791408915e+01,5.815229491519e-01,2.769825299171e-04,-7.646745414790e-04,8.132935978264e-04
3224,5.545488249627e+01,2.739062807904e+01,-3.234606523117e+01,-1.898178176979e-05,2.838303706530e-04,2.844643867766e-04
3225,5.545488249627e+01,4.806695975743e+01,-3.313710281162e+01,2.061208289274e-03,-3.585167912748e-04,2.092155324395e-03
3226,5.545488249627e+01,4.018335393461e+01,-4.294157304714e+01,-1.008864540904e-03,1.462596938980e-04,1.019411379156e-03
3227,5.545488249627e+01,5.325166731845e+01,-3.913502140375e+01,2.382337504565e-04,7.089337116700e-04,7.478919222714e-04
3228,5.545488249627e+01,6.444791408915e+01,-1.881918548284e+01,-7.491730334164e-05,-2.297401820731e-04,2.416467537521e-04
3229,5.545488249627e+01,5.938364456159e+01,-2.225200119820e+00,2.955131103067e-05,2.099127723328e-05,3.624794757660e-05
3230,5.545488249627e+01,4.764384815175e+01,-1.857521101516e+01,-2.822071772436e-04,-1.961642268142e-04,3.436877867621e-04
3231,5.545488249627e+01,5.758932917831e+01,-4.218004107788e+01,1.069250997733e-04,-2.173396025646e-04,2.422178354384e-04
3232,5.545488249627e+01,7.060153137059e+01,-7.366669067083e+00,2.079057480374e-06,-1.121026263747e-04,1.121219038374e-04
3233,5.545488249627e+01,5.430763619429e+01,5.833416212488e+00,9.424096980991e-04,7.526693873580e-05,9.454105727872e-04
3234,5.545488249627e+01,4.281625110483e+01,-1.620867950396e+01,-8.381453331921e-04,2.780149741199e-04,8.830514851279e-04
3235,5.545488249627e+01,5.236597197247e+01,-1.044564706174e+01,6.620438421714e-04,-1.366803813880e-03,1.518701654241e-03
3236,5.545488249627e+01,4.631628713035e+01,2.387662185587e+00,2.567319908746e-04,-7.371777959984e-04,7.806038803718e-04
3237,5.545488249627e+01,3.842834364336e+01,-2.080329166328e+01,3.092394211574e-05,1.309291040353e-04,1.345314850861e-04
3238,5.545488249627e+01,4.988607440975e+01,-1.831625949400e+00,1.292156474795e-04,-5.800527271981e-04,5.942708556571e-04
3239,5.545488249627e+01,4.847014626987e+01,-7.098314897404e+00,6.441318226890e-04,-2.716381779984e-04,6.990658801192e-04
3240,5.545488249627e+01,6.009358074306e+01,-1.619375253259e+01,6.861744391599e-04,-1.108178729118e-03,1.303416839168e-03
3241,5.545488249627e+01,6.927671664162e+01,-1.731197405640e+00,4.564058170885e-04,-3.179046262073e-04,5.562100513621e-04
3242,5.545488249627e+01,4.089277287880e+01,-3.616646978969e+01,-1.032381841739e-03,4.376621910113e-04,1.121320855328e-03
3243,5.545488249627e+01,6.893597715540e+01,-1.623118650964e+01,-3.513461301219e-04,8.154549287369e-05,3.606851404752e-04
3244,5.545488249627e+01,5.497298512116e+01,4.190795706639e-01,3.659788275592e-04,-1.749675580476e-04,4.056527438471e-04
3245,5.545488249627e+01,3.825526801539e+01,-3.196153647004e+01,3.779657316876e-04,-6.783312517300e-05,3.840044624752e-04
3246,5.545488249627e+01,5.587540384706e+01,-1.827766594696e+01,-6.536624181001e-04,-3.227847735941e-04,7.290161636759e-04
3247,5.545488249627e+01,4.950400639795e+01,1.569146330760e+01,3.875996870439e-04,-2.710451428856e-04,4.729682725917e-04
3248,5.545488249627e+01,4.643783732253e+01,-2.800817485463e+01,-1.251150315230e-04,-3.101961595073e-04,3.344778445370e-04
3249,5.545488249627e+01,4.660146312667e+01,1.198137085484e+01,9.043534652035e-05,-1.522220607627e-04,1.770596161837e-04
3250,5.545488249627e+01,4.032797175531e+01,2.029032493541e+01,1.992856520686e-04,4.848604081084e-07,1.992862418985e-04
3251,5.545488249627e+01,4.030053292181e+01,1.725581004669e+00,-6.283436509946e-05,5.300617976555e-05,8.220591542456e-05
3252,5.545488249627e+01,4.054441986796e+01,-2.730834018639e+01,-2.058545145899e-06,-2.068218432461e-05,2.078437770430e-05
3253,5.545488249627e+01,3.715802443061e+01,2.438067244314e+01,-8.277407762782e-04,-5.271453439949e-04,9.813444891623e-04
3254,5.545488249627e+01,4.914935814486e+01,-2.386965784272e+01,6.337472216864e-04,1.059676315036e-04,6.425454691473e-04
3255,5.545488249627e+01,5.163044043539e+01,-1.553815046875e+01,4.095558862045e-04,-2.090348088174e-04,4.598168931456e-04
3256,5.545488249627e+01,3.859384938005e+01,-3.954166515313e+01,-3.197325844942e-03,5.168791211912e-04,3.238835683492e-03
3257,5.545488249627e+01,4.290701768588e+01,-9.824286793220e+00,-3.359711750378e-04,-4.652539837876e-04,5.738796911256e-04
3258,5.545488249627e+01,4.883682772460e+01,7.245981278502e+00,5.584854174680e-05,-4.911124823282e-04,4.942777861829e-04
3259,5.545488249627e+01,3.421930736338e+01,-3.987246414676e+01,-9.232783771372e-04,-5.649305207128e-04,1.082399859073e-03
3260,5.545488249627e+01,7.647544579703e+01,-9.093566025999e+00,4.319160841781e-04,-4.921712222165e-04,6.548160167176e-04
3261,5.545488249627e+01,7.111093551791e+01,2.381725183929e+01,2.006277906480e-05,-1.019800523862e-05,2.250587511407e-05
3262,5.545488249627e+01,5.696358816466e+01,-2.889213710390e+01,4.876333172770e-04,2.514729003235e-04,5.486573354250e-04
3263,5.545488249627e+01,7.348507685288e+01,-2.881247947979e+01,1.971491332206e-04,-2.697311959512e-05,1.989857530336e-04
3264,5.545488249627e+01,7.111093551791e+01,-4.350835620912e+01,1.009289450710e-04,1.753311067068e-04,2.023058301981e-04
3265,5.545488249627e+01,7.777736711068e+01,-3.739805470707e+01,-4.500558020782e-05,-2.274368799346e-04,2.318470112040e-04
3266,5.545488249627e+01,7.480989158184e+01,-2.111461780790e+01,3.834165948977e-04,5.632768264335e-04,6.813876051411e-04
3267,5.545488249627e+01,5.713667146607e+01,1.116054511960e+01,-1.392118745517e-04,-1.955078003636e-04,2.400067624447e-04
3268,5.545488249627e+01,5.792388338713e+01,2.130774921179e+01,6.316856517143e-04,-1.694143473482e-03,1.808078779070e-03
3269,5.545488249627e+01,7.070285696460e+01,1.110786289609e+01,-2.221091830650e-04,-4.027041642620e-04,4.598946978556e-04
3270,5.545488249627e+01,7.499514722241e+01,1.874002304236e+01,1.293802231029e-04,-1.645545802047e-04,2.093261856446e-04
3271,5.545488249627e+01,4.504557299509e+01,-4.553491015302e+01,5.588308014339e-02,-2.281877828578e-01,2.349310173048e-01
3272,5.545488249627e+01,5.171200458786e+01,-4.565575360648e+01,7.749314471505e-04,3.336550246942e-05,7.756494082624e-04
3273,5.545488249627e+01,4.428179612550e+01,-4.129266038359e+01,2.434674745807e-04,-2.113015793813e-03,2.126996040448e-03
3274,5.545488249627e+01,4.737434272800e+01,-4.248989047888e+01,2.710863765890e-05,-7.037777701043e-04,7.042996719641e-04
3275,5.545488249627e+01,2.972571441642e+01,2.535698317252e+01,7.241390614255e-05,7.456799124337e-06,7.279682449120e-05
3276,5.545488249627e+01,5.204655879668e+01,2.383004665937e+01,-1.287291084108e-04,1.438045854919e-04,1.930050314390e-04
3277,5.545488249627e+01,3.029638633116e+01,-1.669621456357e+01,-1.951923131321e-04,-5.423444113521e-05,2.025868053727e-04
3278,5.612154916293e+01,8.206965736849e+01,-4.087376723567e+01,-1.829238771438e-03,-5.477737160336e-03,5.775094707506e-03
3279,5.578821582960e+01,8.206965736849e+01,-3.476346573362e+01,-9.145006594221e-04,-7.643539670617e-03,7.698052360980e-03
3280,5.578821582960e+01,8.206965736849e+01,2.022924778483e+01,-8.100661367914e-04,-7.656674924794e-03,7.699407642796e-03
3281,5.612154916293e+01,8.206965736849e+01,1.411894628278e+01,-3.345729424990e-03,-5.449368340838e-03,6.394491433990e-03
3282,5.612154916293e+01,8.206965736849e+01,-4.211958223369e+00,-3.651897706963e-03,-4.244684479606e-03,5.599437756912e-03
3283,5.578821582960e+01,8.206965736849e+01,1.898343278681e+00,1.085361708261e-04,-3.816506382040e-03,3.818049379530e-03
3284,5.612154916293e+01,8.206965736849e+01,-2.254286272952e+01,4.501952270407e-04,-1.886501942589e-03,1.939475527519e-03
3285,5.578821582960e+01,8.206965736849e+01,-1.643256122747e+01,-9.921999385733e-04,-1.416363777703e-03,1.729319828399e-03
3286,4.293188509964e+01,7.935841133460e+01,-4.836187191680e+01,-2.585746010892e-04,-1.063082196019e-04,2.795751453247e-04
3287,4.900957131798e+01,4.489013997918e+01,-4.781456940710e+01,4.560049053598e-04,-8.455957747563e-03,8.468244322307e-03
3288,4.251048750428e+01,7.928410756894e+01,-4.870310945012e+01,-3.839842414056e-03,-1.372670616492e-03,4.077819807957e-03
3289,4.198501329781e+01,7.919145228867e+01,-4.858132318451e+01,-4.705709972343e-04,-3.152649802173e-04,5.664177532436e-04
3290,4.175115527542e+01,7.915021680967e+01,-4.808822066195e+01,-5.352453407641e-03,-5.631751926914e-03,7.769516538837e-03
3291,4.198501329781e+01,7.919145228867e+01,-4.759511813939e+01,-4.399232727347e-04,-6.208709708504e-04,7.609292006083e-04
3292,4.251048750428e+01,7.928410756894e+01,-4.747333187378e+01,-4.626733660583e-04,-3.701396765543e-04,5.925116233623e-04
3293,4.293188509964e+01,7.935841133460e+01,-4.781456940710e+01,-2.937539644009e-03,-1.022124618051e-03,3.110285822067e-03
3294,4.782884149376e+01,4.468194545424e+01,-4.808822066195e+01,1.716339249562e-03,-5.230151184286e-03,5.504570994190e-03
3295,4.806269951615e+01,4.472318093324e+01,-4.759511813939e+01,1.844026813462e-03,-6.677736134863e-03,6.927668783626e-03
3296,4.858817372262e+01,4.481583621351e+01,-4.747333187378e+01,5.919161276513e-04,-7.842347055851e-03,7.864653332894e-03
3297,4.858817372262e+01,4.481583621351e+01,-4.870310945012e+01,2.859462632797e-04,-9.580881787333e-04,9.998491004707e-04
3298,4.900957131798e+01,4.489013997918e+01,-4.836187191680e+01,-1.034248819851e-04,-5.695086692123e-03,5.696025731773e-03
3299,4.806269951615e+01,4.472318093324e+01,-4.858132318451e+01,1.934206051393e-03,-2.687415596774e-03,3.311095836582e-03
3300,4.077207680251e+01,8.405471191809e+01,-4.759511813939e+01,-1.542111605471e-01,-3.331205269471e+00,3.334772800265e+00
3301,4.129755100898e+01,8.414736719836e+01,-4.747333187378e+01,-7.859064819765e-03,-6.572428213963e-01,6.572898076015e-01
3302,4.171894860434e+01,8.422167096402e+01,-4.781456940710e+01,-1.914799808804e-01,-3.505855709194e+00,3.511080864458e+00
3303,4.053821878012e+01,8.401347643909e+01,-4.808822066195e+01,4.829247796501e-03,-2.657648737277e+00,2.657653124917e+00
3304,4.171894860434e+01,8.422167096402e+01,-4.836187191680e+01,-3.352584061137e-02,-2.692906022285e+00,2.693114707332e+00
3305,4.077207680251e+01,8.405471191809e+01,-4.858132318451e+01,-2.046622314992e-03,-3.526722570862e+00,3.526723164709e+00
3306,4.129755100898e+01,8.414736719836e+01,-4.870310945012e+01,-3.288302039857e-02,-3.610786828302e+00,3.610936556141e+00
3307,4.858624479752e+01,3.973836303254e+01,-4.759511813939e+01,-1.307522229665e-02,-6.368270776976e-01,6.369612926442e-01
3308,4.911171900399e+01,3.983101831281e+01,-4.747333187378e+01,-2.328282692818e-01,-3.369599888451e+00,3.377634144075e+00
3309,4.953311659935e+01,3.990532207847e+01,-4.781456940710e+01,-1.715283798432e-01,-2.523926754144e+00,2.529748652608e+00
3310,4.835238677513e+01,3.969712755354e+01,-4.808822066195e+01,-9.897851067944e-02,-2.509610849627e+00,2.511561936752e+00
3311,4.953311659935e+01,3.990532207847e+01,-4.836187191680e+01,-4.562797234158e-02,-6.456376119291e-01,6.472478951665e-01
3312,4.858624479752e+01,3.973836303254e+01,-4.858132318451e+01,-1.243183042310e-01,-2.710936052641e+00,2.713785054546e+00
3313,4.911171900399e+01,3.983101831281e+01,-4.870310945012e+01,-2.372802722248e-01,-2.501492716898e+00,2.512721182360e+00
3314,4.293188509964e+01,7.935841133460e+01,2.663812808319e+01,-5.179973545136e-03,-5.915192821201e-03,7.862673339285e-03
3315,4.900957131798e+01,4.489013997918e+01,2.718543059289e+01,-1.680614701443e-03,-4.133354609145e-03,4.461959894447e-03
3316,4.251048750428e+01,7.928410756894e+01,2.629689054987e+01,-3.730365958619e-03,-4.828419551744e-03,6.101578939331e-03
3317,4.198501329781e+01,7.919145228867e+01,2.641867681548e+01,-5.155114568176e-03,-5.713242787386e-03,7.695216004678e-03
3318,4.175115527542e+01,7.915021680967e+01,2.691177933804e+01,-4.313048376068e-03,-3.684343980802e-03,5.672457744503e-03
3319,4.198501329781e+01,7.919145228867e+01,2.740488186060e+01,-4.494248622225e-03,-2.858781152622e-03,5.326434112702e-03
3320,4.251048750428e+01,7.928410756894e+01,2.752666812622e+01,-5.313255098559e-03,-3.610580009165e-03,6.423937090674e-03
3321,4.293188509964e+01,7.935841133460e+01,2.718543059289e+01,-4.155653008068e-03,-3.793465883230e-03,5.626707325843e-03
3322,4.806269951615e+01,4.472318093324e+01,2.740488186060e+01,-2.336745584764e-03,-2.748311776464e-03,3.607436423358e-03
3323,4.858817372262e+01,4.481583621351e+01,2.752666812622e+01,-1.200896769589e-03,-2.716053978776e-03,2.969697335897e-03
3324,4.858817372262e+01,4.481583621351e+01,2.629689054987e+01,-1.363137917952e-03,-6.144394277838e-03,6.293784713898e-03
3325,4.900957131798e+01,4.489013997918e+01,2.663812808319e+01,-2.156048577720e-03,-6.349849789880e-03,6.705903207140e-03
3326,4.806269951615e+01,4.472318093324e+01,2.641867681548e+01,-4.363418919430e-04,-1.604251766383e-03,1.662533601648e-03
3327,4.782884149376e+01,4.468194545424e+01,2.691177933804e+01,-4.220819503726e-03,-6.173242764196e-03,7.478251367046e-03
3328,4.129755100898e+01,8.414736719836e+01,2.752666812622e+01,1.577137768364e-02,-2.424471128872e+00,2.424522425363e+00
3329,4.077207680251e+01,8.405471191809e+01,2.740488186060e+01,-9.463091811270e-02,-2.504693107841e+00,2.506480116643e+00
3330,4.171894860434e+01,8.422167096402e+01,2.718543059289e+01,2.438458036357e-02,-3.383693166567e+00,3.383781029149e+00
3331,4.053821878012e+01,8.401347643909e+01,2.691177933804e+01,-1.709636228796e-02,-6.262257768422e-01,6.264591041601e-01
3332,4.171894860434e+01,8.422167096402e+01,2.663812808319e+01,5.678694459983e-02,-2.582664803171e+00,2.583289035826e+00
3333,4.077207680251e+01,8.405471191809e+01,2.641867681548e+01,-9.949513402795e-02,-2.513573059024e+00,2.515541453593e+00
3334,4.129755100898e+01,8.414736719836e+01,2.629689054987e+01,-3.493236583447e-02,-3.303252253070e+00,3.303436955293e+00
3335,4.911171900399e+01,3.983101831281e+01,2.752666812622e+01,-1.748150506191e-01,-3.323707600619e+00,3.328301746587e+00
3336,4.858624479752e+01,3.973836303254e+01,2.740488186060e+01,-2.481724061659e-02,-6.281334293543e-01,6.286234966212e-01
3337,4.953311659935e+01,3.990532207847e+01,2.718543059289e+01,-6.501925249044e-03,-2.700408274210e+00,2.700416101725e+00
3338,4.835238677513e+01,3.969712755354e+01,2.691177933804e+01,-2.217736198236e-01,-2.399180654818e+00,2.409408921894e+00
3339,4.953311659935e+01,3.990532207847e+01,2.663812808319e+01,-7.447518771643e-02,-3.400256370756e+00,3.401071881106e+00
3340,4.858624479752e+01,3.973836303254e+01,2.641867681548e+01,-3.191772636249e-02,-6.230878050239e-01,6.239047635863e-01
3341,4.911171900399e+01,3.983101831281e+01,2.629689054987e+01,-1.086453082940e-01,-2.276661322177e+00,2.279252197303e+00
3342,-3.366094231906e+00,8.092565719357e+01,-4.870310945012e+01,-4.174549683200e-01,-3.513608403194e+00,3.538320599037e+00
3343,-3.891568438376e+00,8.101831247383e+01,-4.858132318451e+01,-3.245056432822e-01,-4.656590227417e+00,4.667883509536e+00
3344,-2.944696636546e+00,8.085135342790e+01,-4.836187191680e+01,-1.557743145631e-01,-3.552047302222e+00,3.555461386980e+00
3345,-4.125426460763e+00,8.105954795283e+01,-4.808822066195e+01,1.058479141752e+00,-4.071328227466e+00,4.206672275004e+00
3346,-2.944696636546e+00,8.085135342790e+01,-4.781456940710e+01,1.071502765153e+00,-5.159867020965e+00,5.269947423815e+00
3347,-3.891568438376e+00,8.101831247383e+01,-4.759511813939e+01,1.296233300754e+00,-4.035261092537e+00,4.238343173332e+00
3348,-3.366094231906e+00,8.092565719357e+01,-4.747333187378e+01,2.515887366113e+00,-4.328779118868e+00,5.006797169740e+00
3349,-3.429653433986e+00,7.608538169453e+01,-4.781456940710e+01,-2.743664253965e-02,1.420633283404e-02,3.089642772943e-02
3350,-9.237220264847e+00,4.314903351046e+01,-4.836187191680e+01,-1.003945418419e-03,-5.505404799051e-04,1.144989617061e-03
3351,-3.851051029347e+00,7.615968546020e+01,-4.747333187378e+01,-2.341528562551e-02,7.851341742145e-03,2.469654162177e-02
3352,-4.376525235817e+00,7.625234074047e+01,-4.759511813939e+01,-2.260974130858e-02,5.042547221407e-03,2.316522576020e-02
3353,-4.610383258204e+00,7.629357621947e+01,-4.808822066195e+01,-2.389786158152e-02,5.485689744524e-03,2.451939192033e-02
